sentence,gold_mwe,pred_mwe
"kokteylde yorulmuştum , içtiklerim de baş ağrısı yapmıştı .",baş ağrısı,baş_ağrısı
böyle olursa zamanla kızının aklını çelmek kolaylaşırdı .,aklını çelmek,aklını_çelmek
haşmet beyin konakta bulunmadığı gecelerde hanım bahçede perilerle sözde kol kola gezinirmiş .,kol kola,kol_kola
aynı zamanda birçok komitacı da karınca gibi sokaklara üşüşmüştü .,aynı zamanda,aynı_zamanda
"eskiden kim bilir kaç gün kaç gecede , kona göçe gidecekleri bir yere , şimdi üç beş saat içinde heybeleri , sepetleriyle beraber kuş gibi uçacaklardır .",kim bilir,kim_bilir
"eskiden kim bilir kaç gün kaç gecede , kona göçe gidecekleri bir yere , şimdi üç beş saat içinde heybeleri , sepetleriyle beraber kuş gibi uçacaklardır .",üç beş,üç_beş
"eskiden kim bilir kaç gün kaç gecede , kona göçe gidecekleri bir yere , şimdi üç beş saat içinde heybeleri , sepetleriyle beraber kuş gibi uçacaklardır .",kona göçe,kona_göçe
"eskiden kim bilir kaç gün kaç gecede , kona göçe gidecekleri bir yere , şimdi üç beş saat içinde heybeleri , sepetleriyle beraber kuş gibi uçacaklardır .",kuş gibi,kuş_gibi
şimdi konu komşu camların gerisinde / hep onu seyrediyor,konu komşu,konu_komşu
arkamda çam korularının parça parça neftîleştirdiği yeşil bir dağ .,parça parça,parça_parça
"demek ki koskoca bir caddeyi yürümüş , royal kahvesinin önüne sanki uykuda gezenler gibi varmışım .",demek ki,demek_ki
her sabah koşar adım giderdim mektebe .,koşar adım,koşar_adım
çocukluğun verdiği bir neşe ile papatyalardan toplamak üzere her biri bir tarafa koşuştular .,her biri,her_biri
deniz ve engin başkadır ; bitip tükenmez koycuklarla dolu gibi görünen kıyılar başkadır .,bitip tükenmez,bitip_tükenmez
en mutlu bakışımla uzun uzun seyrettim .,uzun uzun,uzun_uzun
"biraz sonra , orada , en tatlı hayallerimle koyun koyuna yatacağım .",koyun koyuna,koyun_koyuna
"cebimdeki paranın yarısını ayırıp avuç avuç ceviz alıyorum , sevinçle dolduruyorum ceplerimi .",avuç avuç,avuç_avuç
görülmemiş denizin böyle köpekleştiği / başını sokmak için bir çukuru eştiği,başını sokmak,başını_sokmak
"bu uzun saçlı , köpürgen , hemen hemen bizimle yaşıt , boşanmış zemberek gibi söylenen yeni hocaları dinler dururduk .",zemberek gibi,zemberek_gibi
"bu uzun saçlı , köpürgen , hemen hemen bizimle yaşıt , boşanmış zemberek gibi söylenen yeni hocaları dinler dururduk .",hemen hemen,hemen_hemen
günün birinde ihtiyar çoban koyunun birini kör bir makasla kırkıyordu .,günün birinde,günün_birinde
"kör duman yamaçlara kadar inmiş , etekteki bahçelerin kavak ağaçlarını da perdelemeye başlamıştı .",kör duman,kör_duman
bu misalin neticesini iyi tahlil etmek fikrimce bizim çözemediğimiz kördüğümü çözmek demektir .,tahlil etmek,tahlil_etmek
sahanlığın üstünde bir kör kandil yanıyordu .,kör kandil,kör_kandil
"konuşmalar da kör topal , gene havalara , sulara , alışverişlere aktarıldı .",kör topal,kör_topal
köşeli ayraç .,köşeli ayraç,köşeli_ayraç
köşe minderi üzerinde yanlamasına uzanarak yarı bitmiş cümlelerle bize bir mevzu verdi .,köşe minderi,köşe_minderi
güzellik kraliçesi .,güzellik kraliçesi,güzellik_kraliçesi
"bu mektuba , korunun bir de küçük krokisini ilave ettim .",bir de,bir_de
yaylı sazlar kuarteti .,yaylı sazlar,yaylı_sazlar
"topla sürülen karışık topraklar , kucak kucağa kanları içinde yatan savaşçılar .",kucak kucağa,kucak_kucağa
ama dokunsalar ağlayacağı veya kuduz köpek gibi sağa sola saldıracağı belliydi .,sağa sola,sağa_sola
ama dokunsalar ağlayacağı veya kuduz köpek gibi sağa sola saldıracağı belliydi .,köpek gibi,köpek_gibi
"salıncağın üzerindeki kızlar , iki zarif kukla gibi fıldır fıldır dönüyorlardı .",kukla gibi,kukla_gibi
"salıncağın üzerindeki kızlar , iki zarif kukla gibi fıldır fıldır dönüyorlardı .",fıldır fıldır,fıldır_fıldır
koca herif de kendi kendine kalsındı kukumav gibi .,kendi kendine,kendi_kendine
koca herif de kendi kendine kalsındı kukumav gibi .,kukumav gibi,kukumav_gibi
"siyasi malumatları hep ağızdan kapma , kulak dolgunluğu şeylerdir .",kulak dolgunluğu,kulak_dolgunluğu
bu ses ona şimdi çatlak bir zurnadan çıkan sesler gibi kulak tırmalayıcı geliyordu .,kulak tırmalayıcı,kulak_tırmalayıcı
o küçük kasabada arada bir uğrayan tiyatro kumpanyaları da olmasa biz neyle avunurduk ?,arada bir,arada_bir
fakat ne çare ki rum kundakçıları tarafından baştan başa yakılıp yıkılmış .,baştan başa,baştan_başa
fakat ne çare ki rum kundakçıları tarafından baştan başa yakılıp yıkılmış .,ne çare,ne_çare
"ağaçlar çıplak , demir gibi kaskatı ve kupkuru .",demir gibi,demir_gibi
anam ikiz bebe beklemediği için tek bir kırmızı kurdele hazır etmişti beşiğin başına .,tek bir,tek_bir
"yüksek dallardaki fazla olgun , ballı şeftaliler , saplarından kurtularak dolgun , yumuşak bir sesle yerlere , çimenler içine durmamacasına yavaş yavaş dökülürdü .",yavaş yavaş,yavaş_yavaş
kuru öksürük .,kuru öksürük,kuru_öksürük
"çıplak dallarda henüz kuruyamayan su damlaları parlak , mavi birer boncuk gibi parlıyordu .",boncuk gibi,boncuk_gibi
"tek başına dolaştığın derin , yeşil ormanlarda / yaprakları kurutacak sonbaharı düşündün mü ?",tek başına,tek_başına
kurutmalı çamaşır makinesi .,çamaşır makinesi,çamaşır_makinesi
kocaman bakır kâsede kuskus çorbası vardı .,kuskus çorbası,kuskus_çorbası
zaman içinde bir an geri dönelim ve geçmiş yüzyıllara şöyle kuş bakışı bir bakalım .,kuş bakışı,kuş_bakışı
zaman içinde bir an geri dönelim ve geçmiş yüzyıllara şöyle kuş bakışı bir bakalım .,bir an,bir_an
"i̇ş sahibi bir kuşluk , bir de öğle yemeği veriyordu .",öğle yemeği,öğle_yemeği
akıl kutusu .,akıl kutusu,akıl_kutusu
bu kadar cesur bir hamleye yetecek kuvvetim yok .,bu kadar,bu_kadar
nasıl ki düşmanın da her gün ümidi ve kuvveti eksilecektir .,nasıl ki,nasıl_ki
nasıl ki düşmanın da her gün ümidi ve kuvveti eksilecektir .,her gün,her_gün
"öte yanında kuzguni siyah , iri bir kedi vardı .",kuzguni siyah,kuzguni_siyah
"üç parti , kuzu kuzu birleştiler , kendisini cumhurbaşkanı yaptılar .",kuzu kuzu,kuzu_kuzu
çamlıca'nın püfür püfür esen rüzgârlarını ateşinin üstüne sallanan tılsımlı yelpazeler gibi duyar .,püfür püfür,püfür_püfür
"ben de uykusuzluktan yorgun düşmek üzereyim , yatacağım .",yorgun düşmek,yorgun_düşmek
"gece sokağa çıkmaktan korktuğum için değil , bizim tarafta sokağa çıkmak külfetli oluyor da ondan .",sokağa çıkmak,sokağa_çıkmak
"o sırada , içeriye aykırı şık , serbest tavırlı , külhanbeyce , şen bir genç girdi .",o sırada,o_sırada
"doğrusu , teknik ve kültür her gün biraz daha ilerlemektedir .",her gün,her_gün
yeryüzünde gelişmiş ve az gelişmiş toplumlar bulundukça ister istemez gelişmişten az gelişmişe doğru bir mal ve kültür akımı olacaktır .,az gelişmiş,az_gelişmiş
yeryüzünde gelişmiş ve az gelişmiş toplumlar bulundukça ister istemez gelişmişten az gelişmişe doğru bir mal ve kültür akımı olacaktır .,ister istemez,ister_istemez
yeryüzünde gelişmiş ve az gelişmiş toplumlar bulundukça ister istemez gelişmişten az gelişmişe doğru bir mal ve kültür akımı olacaktır .,kültür akımı,kültür_akımı
yakın dostlardan birisinin beş beygirlik külüstür bir deniz motoru var .,deniz motoru,deniz_motoru
sicilya'da bir yalı şehrine yaptığım baskında yeteri kadar kürekçi sağladım .,yeteri kadar,yeteri_kadar
"kocasıyla arası açıktı , tartışıp küsüşüyorlardı sık sık .",sık sık,sık_sık
"lafız ve mana , tıpkı eskisi gibi birbirinden ayrı telakki ediliyor .",eskisi gibi,eskisi_gibi
"az kalsın kanalizasyona gidecektim , bağırıyorum bağırıyorum işiten yok .",az kalsın,az_kalsın
"öte yandan , dünyadaki sorunların çokluğu da uykuyu yürürlükten kaldırmaya yetmez .",öte yandan,öte_yandan
türkiye cumhuriyeti . laik ve sosyal bir hukuk devletidir .,türkiye cumhuriyeti,türkiye_cumhuriyeti
"ben , yalnız , evsiz barksız , anasız babasız bir serseri değildim .",evsiz barksız,evsiz_barksız
onun langır lungur söylemesine bakmayın .,langır lungur,langır_lungur
"rıza , lastik yakalığı fırlamış , gözleri dönmüş , kan ter içinde içeriye düşer .",kan ter içinde,kan_ter_içinde
"acaba küçük hanım , latifeci bir adam diye işittiği için benimle böyle , zarifane bir şaka mı ediyordu ?",küçük hanım,küçük_hanım
"armutların en fenası , en kavruk , en lekeli ve en hamı bile asildir .",en fenası,en_fenası
o lenduha kapının mandalına erişip de ağır ve paslı demirini yerinden oynatmak kolayca becereceği iş değildi .,yerinden oynatmak,yerinden_oynatmak
kıyıdaki barakadan bizim leventler birer birer çıkıp denize dalarlardı .,birer birer,birer_birer
"bunun öte tarafında hayalî , leziz bir âlem mevcuttur .",bir âlem,bir_âlem
"dalgaların getirip attığı lif lif yosunlar , bir parlayıp bir matlaşarak orada duruyorlardı .",lif lif,lif_lif
bundan böyle nüfus kâğıdının yerini şu liman cüzdanı alacak .,bundan böyle,bundan_böyle
bundan böyle nüfus kâğıdının yerini şu liman cüzdanı alacak .,liman cüzdanı,liman_cüzdanı
keçi kellesinin ince derisini parça parça kesip de ağlara takmak için hazır edip livarına tıktığı zaman .,parça parça,parça_parça
lodoslu deniz aşağıdaki kıyıyı dövdükçe koca bina derinden derine yalpalardı .,derinden derine,derinden_derine
doktor her gün tahlil bahanesiyle bir lokmacık olsun pilav yiyordu .,her gün,her_gün
"her nedense dört beş tramvay birikmiş , lokomotifsiz bir tren gibi duruyordu .",her nedense,her_nedense
"delikanlı şişman , löp löp yanaklı , kara bıyıklı , güzel sesliydi .",löp löp,löp_löp
"sol gözüne lupunu iliştirmiş , beyaz taş yüzüğü , bir türlü elinden bırakamıyordu .",bir türlü,bir_türlü
"lüksün kuvvetli ışığı altında saçları ve yüzü bembeyaz , gözleri kamaşmış .",ışığı altında,ışığı_altında
"lüzumsuz yere kendimi yeni tehlikelere atmasam , zahmetlere katlanmasam mı ?",lüzumsuz yere,lüzumsuz_yere
cam macunu .,cam macunu,cam_macunu
bu hevesine mağlup olmasına bıçak sırtı kaldı .,bıçak sırtı,bıçak_sırtı
mahfeye o kadar ok saplanmıştı ki gören onu kocaman bir kirpi sanabilirdi .,o kadar,o_kadar
yangın yeri bir mahşer .,yangın yeri,yangın_yeri
"yasaların , genel olarak makabline şamil bir etkileri yoktur .",makabline şamil,makabline_şamil
kahvenin dibekte dövüleni her zaman daha makbul ve içimi şöhretliydi .,her zaman,her_zaman
malta taşı döşeli avlunun sonunda başlayan bahçeye geçerdim .,malta taşı,malta_taşı
millî marş i̇stiklal marşı'dır .,millî marş,millî_marş
gaz maskesi .,gaz maskesi,gaz_maskesi
çiftlik kâhyası her sene uzun bir masraf defteri gönderir .,çiftlik kâhyası,çiftlik_kâhyası
"şampiyon olunca takım şımardı , ille dış seyahat diye tutturuyor , hadi sana yeni masraf kapısı .",masraf kapısı,masraf_kapısı
"kalın bir doğu maşlahı giymiş , işlemeli beyaz bir baş örtüsü örtmüştü .",baş örtüsü,baş_örtüsü
bu yüzden teşkilatı kendi çıkarları için kullanmaya tenezzül etmedi .,bu yüzden,bu_yüzden
parası olsa o deminki maun yemek odası takımını üç bin dokuz yüze koparıverirdi .,yemek odası,yemek_odası
köşklerin biraz ötesinde köy kulübelerine benzer derme çatma evler görülürdü .,derme çatma,derme_çatma
sıcak su çeşmesinden oluk oluk mavimsi su boşaldı .,oluk oluk,oluk_oluk
"bunlar arasında aklı başında , mazbut devlet adamları da vardı .",aklı başında,aklı_başında
"i̇ki derin ve çocuk gibi siyah gözleri , kalın tüylü kaşları altından uysallıkla bakıyor .",çocuk gibi,çocuk_gibi
"bedava yaşıyoruz bedava / hava bedava , bulut bedava / dere tepe bedava",dere tepe,dere_tepe
"melalimizi avutmak için bin türlü eğlence , bin türlü zevk icat ettik .",bin türlü,bin_türlü
meltemin esmeye başladığı güneyden yavaş yavaş rüzgârsız ölü dalgalar sallana sallana gelmeye koyuldu .,yavaş yavaş,yavaş_yavaş
meltemin esmeye başladığı güneyden yavaş yavaş rüzgârsız ölü dalgalar sallana sallana gelmeye koyuldu .,sallana sallana,sallana_sallana
üstü menevişli kristal bir nargilenin ucunda şıngır şıngır bilezikleriyle kalyopi .,şıngır şıngır,şıngır_şıngır
kerameti kendinden menkul şeyhler gibi bu armağanlar onların eksik olan kabiliyetlerinin bir çeşit icazeti oluyor .,kerameti kendinden menkul,kerameti_kendinden_menkul
yeter ki marazın menşesi anlaşılmış olsun .,yeter ki,yeter_ki
"öteden beri güzel giyinmeye , güzel konuşmaya merakım vardır .",öteden beri,öteden_beri
ancak bir iki saat uyuyabildiğim o gecenin sabahında mersiyemi ilk defa çocuklarıma hıçkırık fasılaları arasında okudum,bir iki,bir_iki
"benimle ne kadar mesafeli konuşuyorsun , âdeta resmî .",ne kadar,ne_kadar
aslında kâğıda gerek yoktu çünkü bütün metni satır satır ezbere biliyordu .,satır satır,satır_satır
i̇ki cam silici demir şimdi bir metronom temposuyla sağa sola gitmeye başladılar .,sağa sola,sağa_sola
bir tencere yağı önüne koyup mıncık mıncık yoğuruyordu .,mıncık mıncık,mıncık_mıncık
seninki mızıkçılık etmeye kalkıyor da onun için münakaşasını yapıyoruz .,onun için,onun_için
"bir dolap beygiri gibi bir mihverin etrafında dönüp dolaşarak ağaçları muayene eder , zerzevatları sulardı .",dolap beygiri,dolap_beygiri
yola birlikte ve aynı amaç için çıkmış insanlardan kurulu bir gerçek millet meclisi vardı .,millet meclisi,millet_meclisi
ben oldum bittim milyoner olmak istiyorum .,oldum bittim,oldum_bittim
"teyp , son derece hassas bir kulağa sahip , minnacık bir şey .",son derece,son_derece
yalnız miralayın sağ bacağını bir gülle misketi fena halde hırpalamış .,fena halde,fena_halde
misyonerin yanı başında duran sarı bavulun üstüne atılarak onu nehre yuvarlayıverdi .,yanı başında,yanı_başında
"dile kolaydı ; o yandan bu yana hayatı monotonlaşmış , yirmi yılı inanılmaz bir sakinlik içinde geçirmişti .",bu yana,bu_yana
parça parça morarmış yüzüyle ateş püskürüyordu .,parça parça,parça_parça
"kül rengi , morumsu bulut . kısa sürede ovanın üstünü de kapladı , ortalığı esmerleştirdi .",kül rengi,kül_rengi
sizi tanıdığım günden beri aramızda muarefenin alabileceği şekiller üstünde her gün düşünüyorum .,her gün,her_gün
toplumumuzda sanatçıedebiyatçının bir lokma bir hırka felsefesi uyarınca yaşaması beklenir .,bir lokma bir hırka,bir_lokma_bir_hırka
bir geçitten ziyade bir toplantı yeri .,toplantı yeri,toplantı_yeri
"milletin ağzı torba değil ki , iki gözüm , dikesin .",iki gözüm,iki_gözüm
"olur ki kıza bir söz atar , olur ki sarkıntılık ederler .",olur ki,olur_ki
"her şey mukadderdir , amenna , akacak kan damarda durmaz derler .",akacak kan damarda durmaz,akacak_kan_damarda_durmaz
"hatta bunlar arasında öyleleri vardır ki zamana ayak uydurmak , göze girmek ve külah kapmak için gâvur mukallitliğinde birbiriyle âdeta yarışa girişmişlerdir .",ayak uydurmak,ayak_uydurmak
"hatta bunlar arasında öyleleri vardır ki zamana ayak uydurmak , göze girmek ve külah kapmak için gâvur mukallitliğinde birbiriyle âdeta yarışa girişmişlerdir .",külah kapmak,külah_kapmak
"hatta bunlar arasında öyleleri vardır ki zamana ayak uydurmak , göze girmek ve külah kapmak için gâvur mukallitliğinde birbiriyle âdeta yarışa girişmişlerdir .",göze girmek,göze_girmek
"bu fikir birdenbire bana o kadar munis , yapılabilmesi o kadar kolay göründü ki hemen yola düştüm .",o kadar,o_kadar
sokak çocuklarını bir muzırlık yapmasınlar diye mektep çocukları gibi ikişer ikişer tabura sokarak bahçeden geçirdi .,ikişer ikişer,ikişer_ikişer
o ne kadar mübalağasız ve alçak gönüllüdür .,ne kadar,ne_kadar
hiç olmazsa bir yabancı dil öğrenmek çok kişi için kaçınılmaz bir yük artık .,hiç olmazsa,hiç_olmazsa
hiç olmazsa bir yabancı dil öğrenmek çok kişi için kaçınılmaz bir yük artık .,yabancı dil,yabancı_dil
hiç kimse bekçi deyip de mühimsemezlik edemezdi .,hiç kimse,hiç_kimse
almanya'da ev bark düzerek bir daha dönmemişti .,ev bark,ev_bark
almanya'da ev bark düzerek bir daha dönmemişti .,bir daha,bir_daha
"i̇çinin sıkıntısını ondan mümkün mertebe gizlemeye çalışarak , dereden tepeden konuşarak oyalandı .",mümkün mertebe,mümkün_mertebe
"onu , sefil pohpohlama edebiyatı ile kazanacak herhangi bir sahtekârlık gayretinden münezzeh bulunuyoruz .",herhangi bir,herhangi_bir
"daireye on yıl , yirmi yıl sonra girenlerin her biri başköşelere kurulsun , müstakil oda sahipleri olsun ve hatta sana emirler versin .",her biri,her_biri
"güzel çehreli müsteşar bey , nazır beyin kapıcısından daha alçak gönüllü idi .",alçak gönüllü,alçak_gönüllü
fırkayı kurmak son derece müşkülleşir .,son derece,son_derece
zincirleme laflarla karşı tarafın ekmeğine kat kat yağ sürerler .,kat kat,kat_kat
"onu yalnız ince hastalığa münhasır zanneder , başka hastalıklara aldırmadığı hâlde , veremliden son derece çekinir .",son derece,son_derece
"her seferinde kıyasıya kapıştıklarını , nahak yere kalp kıracaklarını sanıyor .",nahak yere,nahak_yere
hemen ahlak mücadelesi yapmaya gelmiş bir nahiye müdürü tavrı takındım .,nahiye müdürü,nahiye_müdürü
"keten helvacı , keten helvam nakaratlı bir türkü ile methederek satardı .",keten helvacı,keten_helvacı
"ve bu nakdî fedakârlıkların yekûnuyla , dört beş aile rahat rahat geçinebilirdi .",rahat rahat,rahat_rahat
"mimari değişmiş , heykel değişmiş , diller değişmiş fakat nakış her zaman nakışlığını korumuştur .",her zaman,her_zaman
başında kalın ve beyaz ipekten bir namaz bezi vardı .,namaz bezi,namaz_bezi
narsist kompleksi az buçuk herkeste vardır .,az buçuk,az_buçuk
"kendi kesemden navlun parasını ödeyecektim , nasıl olsa .",nasıl olsa,nasıl_olsa
"ara sıra buluşup içer , birbirine nazlanıp türlü lakırtılar söylemekten hoşlanırlar .",ara sıra,ara_sıra
şair doğmuş olanlar bile nazmetmek kabiliyetini yavaş yavaş edinirler .,yavaş yavaş,yavaş_yavaş
bulunduğum kanepeye bir ihtiyarın gelip oturmuş olduğunu neden sonra fark ettim .,neden sonra,neden_sonra
sigarasını efkârlı olduğu zamanlar yaptığı gibi sık nefeslerle çabuk çabuk içiyordu .,çabuk çabuk,çabuk_çabuk
bir kere hepimizden nefesli idi .,bir kere,bir_kere
alay doktoru nefes nefese kulübeden içeriye dalar .,nefes nefese,nefes_nefese
"bu nefiy hadisesinin dehşeti konakta , için için hissolunurdu .",için için,için_için
"bir şehrin hayalimizde aldığı çehreleri , insandan insana değiştiği gibi nesilden nesile de değişir .",nesilden nesile,nesilden_nesile
"artık yürüyelim , bir an önce çıkalım bu netameli yerden .",bir an önce,bir_an_önce
"bu , bir türlü neticelenmeyen maceranın artık hiç şüphesiz sonudur .",bir türlü,bir_türlü
"ümit , hayal ve iyimserlikten yoğrulan bu altın çağ .",altın çağ,altın_çağ
"gırç gırç bir beşik sallanıyor , kalın , uzun bir kadın sesi ninni söylüyordu .",gırç gırç,gırç_gırç
"biz de yılın ilk gününü önce bir nirengi noktası , sonra da giderek bir bayram olarak aldık .",nirengi noktası,nirengi_noktası
ağzı kilitli halktan ve senden başka beni doğrulayan yok .,ağzı kilitli,ağzı_kilitli
"üstünde daima saz rengi , hardal rengi , nohudi renklerde veya bunları andıran bir renkte bir esvabı vardı .",saz rengi,saz_rengi
"üstünde daima saz rengi , hardal rengi , nohudi renklerde veya bunları andıran bir renkte bir esvabı vardı .",hardal rengi,hardal_rengi
orada polis noktası var .,polis noktası,polis_noktası
"evde ne yapacağını , ne gibi bir vazife göreceğini sana şimdi noktası noktasına anlatacağım .",noktası noktasına,noktası_noktasına
"bir aralık nöbeti artmış olacak , kebenin altından arabacıya seslendi .",bir aralık,bir_aralık
sanayi odası .,sanayi odası,sanayi_odası
"köysüz , odsuz ocaksız , sessiz yollarda birdenbire insanlar peyda oluyordu .",odsuz ocaksız,odsuz_ocaksız
"oh , hele şükür !",hele şükür,hele_şükür
küçük selim köy okulunda az buçuk okuma yazma öğrendi .,az buçuk,az_buçuk
küçük selim köy okulunda az buçuk okuma yazma öğrendi .,okuma yazma,okuma_yazma
ben oldum bittim ağlamaya dayanamam .,oldum bittim,oldum_bittim
"hazır olmak , aşık olmak , emekli olmak .",hazır olmak,hazır_olmak
"hazır olmak , aşık olmak , emekli olmak .",aşık olmak,aşık_olmak
"hazır olmak , aşık olmak , emekli olmak .",emekli olmak,emekli_olmak
"haziran gecesinin sıcağı bir yandan , ateş bir yandan , yüzlerinde oluk oluk ter akıyordu .",bir yandan,bir_yandan
"haziran gecesinin sıcağı bir yandan , ateş bir yandan , yüzlerinde oluk oluk ter akıyordu .",oluk oluk,oluk_oluk
"ara sıra yükselen çatlak sesler , sorulan aykırı sorular bu dayanışmayı bozacaktır .",ara sıra,ara_sıra
adam olanı bir defa omuzlamak yeter .,bir defa,bir_defa
onarımı yeni bitmiş yapının önünde hayvanın dizginlerini tıpkı tıpkısına bir erkek gibi çekti .,erkek gibi,erkek_gibi
onarımı yeni bitmiş yapının önünde hayvanın dizginlerini tıpkı tıpkısına bir erkek gibi çekti .,tıpkı tıpkısına,tıpkı_tıpkısına
"kız , gür , kıvır kıvır saçlarının süslediği başını kaldırdı .",kıvır kıvır,kıvır_kıvır
"eskiden böyle şeylere biraz aldırırdım , şimdi on paralık etkisi yok .",on paralık,on_paralık
"oralı mıdır , değil midir , beni zerre kadar ilgilendirmez .",zerre kadar,zerre_kadar
"locadan çıkarken , davulu üstüne on lira atılan orkestra , zeybek havası çalmaya başlar .",zeybek havası,zeybek_havası
"eczacı , bankacı olup da geceleri orkestracı kesilen derme çatma orkestramız .",derme çatma,derme_çatma
yazıhanenin orman yeşili muşambası üzerine yağan ışık altında parıldayan kalemlere baktım .,orman yeşili,orman_yeşili
i̇kisi de kendisine yardım ve ortaklık etmek istiyor .,ortaklık etmek,ortaklık_etmek
"onu en evvel çocuk , sonra genç , sonra orta yaşlı gözlerimle görmüştüm .",orta yaşlı,orta_yaşlı
"eh , biz her vakit duamızı , orucumuzu eksik etmeyiz , çok şükür !",çok şükür,çok_şükür
yaradan'a sığınıp osmanlı tokadını çarptık mı adamı lobut yemişe çeviren biz değil miydik ?,yaradan'a sığınıp,yaradan'a_sığınıp
otelci boş yere rahatsız edilen bir kimse tavrı ile omuzlarını silkti .,boş yere,boş_yere
"dillere destan olan oturak âlemlerinde göbeği atan , erkek değil , kadındır .",dillere destan,dillere_destan
başına kenarları yeşil oyalı mor bir gaz boyaması krep bağlıyordu .,gaz boyaması,gaz_boyaması
"benim için açtı bu güller / oylum oylum , katmer katmer",oylum oylum,oylum_oylum
"benim için açtı bu güller / oylum oylum , katmer katmer",katmer katmer,katmer_katmer
"bütün rolleri , şahısların sesleri , tavırları , mimikleriyle tek başına oynamıştı .",tek başına,tek_başına
birbirine karışmış nal oyuklarından gündüz beş on kişilik bir devriyenin geçip gittiği anlaşılıyordu .,beş on,beş_on
özne öbeği .,özne öbeği,özne_öbeği
"hele şundan bundan aidat , iane ve yardım toplayıp veya böyle bir yardıma müminleri cebredip vakıf kurmak diye bir şey düşünülemez .",vakıf kurmak,vakıf_kurmak
"hele şundan bundan aidat , iane ve yardım toplayıp veya böyle bir yardıma müminleri cebredip vakıf kurmak diye bir şey düşünülemez .",şundan bundan,şundan_bundan
her öğün tıka basa yediği iki katlı ekmek kadayıfı ile .,iki katlı,iki_katlı
her öğün tıka basa yediği iki katlı ekmek kadayıfı ile .,ekmek kadayıfı,ekmek_kadayıfı
her öğün tıka basa yediği iki katlı ekmek kadayıfı ile .,tıka basa,tıka_basa
çeşmenin önünde birkaç öküz arabası ve bir dizi kağnı dinleniyor .,öküz arabası,öküz_arabası
fakat bütün bu ölçülü biçili büyük adam tedbirlerine rağmen ne de olsa çocuktum .,ölçülü biçili,ölçülü_biçili
bu cins çocukların da ekmeğini taştan çıkarmak için ölürcesine çalıştıklarını görüyorum .,ekmeğini taştan çıkarmak,ekmeğini_taştan_çıkarmak
bir aralık önümüzden şarkı sesleri geldi .,bir aralık,bir_aralık
yakın felaketi önlemek için esaslı tedbir almak güçtür .,tedbir almak,tedbir_almak
"ne de olsa bir şeyi küçümsemenin anlamı olmasının ön koşulu , küçümsenen şeyin anlamlı olmasıdır .",ne de olsa,ne_de_olsa
i̇stediğiniz kadar tel örgü engelleri koyunuz .,tel örgü,tel_örgü
"orta yaşlı , başı örtülü bir kadın yanımda duruyor .",orta yaşlı,orta_yaşlı
"olumlu olumsuz her yaptığımız üzerine , batılıların dediklerine öteden beri gereğinden çok önem veririz .",öteden beri,öteden_beri
"plastik deyince bu devirde birtakım naylon eşya , şu bu geliyor hatıra .",şu bu,şu_bu
i̇nsanoğlu işte şimdi yine başlıca dayanağı ve övüneği olan sağduyusu ve bilinci ile eli şakağında düşünüyor .,eli şakağında,eli_şakağında
otobüsle gelirken yol boyu dedemin yeni yeni kahramanlıklarını öyküledim .,yol boyu,yol_boyu
otobüsle gelirken yol boyu dedemin yeni yeni kahramanlıklarını öyküledim .,yeni yeni,yeni_yeni
"evde , özellikle yaz ve güz aylarında çeşit çeşit kadınlar çalışırdı .",çeşit çeşit,çeşit_çeşit
"suyun ısınma ısısı 1 , alkolün 0,6 , zeytinyağının 0,3 kaloridir .",ısınma ısısı,ısınma_ısısı
"o gün bugün türkiye'de ilericilik , dil devrimini özleştirmecilik diye alıp türkçenin anlaşılmaz hâle düşmesini savunmak sayılır .",gün bugün,gün_bugün
"ben o kadar bedbaht , doğru özlü bir kadınım ki beni sonra anlayacaksınız .",o kadar,o_kadar
"kimi almış paça kasnak , o açar , hasmı döner",paça kasnak,paça_kasnak
bazen pahal gibi midemizden rahatsız olduğumuz günlerde sık sık öğle ve akşam yemeklerine davetlisinizdir .,sık sık,sık_sık
palas pandıras evden fırlayıp bir de üstüne o kadar taksi parası bayıldığına bin pişmandı .,o kadar,o_kadar
palas pandıras evden fırlayıp bir de üstüne o kadar taksi parası bayıldığına bin pişmandı .,palas pandıras,palas_pandıras
palas pandıras evden fırlayıp bir de üstüne o kadar taksi parası bayıldığına bin pişmandı .,bir de,bir_de
"burası , iki köşesinde boynu bükük , uzun palmiye saksıları duran zarif bir methaldi .",boynu bükük,boynu_bükük
gençler ellerindeki pankartları bir anda açarak uygun adım sahneye dalıverdiler .,uygun adım,uygun_adım
belediye reisi bir panorama resmi çekmeyi akıl etmeyen fotoğrafçıya çıkışıyordu .,belediye reisi,belediye_reisi
panzer tümenlerinin saldırısını akşama sabaha bekliyorduk .,akşama sabaha,akşama_sabaha
"kimi insan para pul budalası olur , kimisi icat ve keşif meraklısı , bazısı da müzik âşığı .",para pul,para_pul
tuvalet masası paravana ile yatak odasından ayrılmıştı .,tuvalet masası,tuvalet_masası
"tutunan sadece tanrı vergisi kabiliyetiydi , parça bölük edindiği bilgilerdi .",tanrı vergisi,tanrı_vergisi
"tutunan sadece tanrı vergisi kabiliyetiydi , parça bölük edindiği bilgilerdi .",parça bölük,parça_bölük
"sırtında kumaştan kül rengi bir pardösü , ayaklarında da alçak topuklu kahverengi ayakkabılarla çıktı .",kül rengi,kül_rengi
