sentence_id,sentence_text,pred_tokens
12465,"hazır olmak , aşık olmak , emekli olmak .","hazır_olmak , aşık_olmak , emekli_olmak ."
12470,"Haziran gecesinin sıcağı bir yandan , ateş bir yandan , yüzlerinde oluk oluk ter akıyordu .","Haziran gecesinin sıcağı bir_yandan , ateş bir_yandan , yüzlerinde oluk_oluk ter akıyordu ."
12473,Üçüncü zaman oluşukları .,Üçüncü_zaman oluşukları .
12475,"Ara sıra yükselen çatlak sesler , sorulan aykırı sorular bu dayanışmayı bozacaktır .","Ara_sıra yükselen çatlak sesler , sorulan aykırı sorular bu dayanışmayı bozacaktır ."
12476,Adam olanı bir defa omuzlamak yeter .,Adam olanı bir_defa omuzlamak yeter .
12479,Onarımı yeni bitmiş yapının önünde hayvanın dizginlerini tıpkı tıpkısına bir erkek gibi çekti .,Onarımı yeni bitmiş yapının önünde hayvanın dizginlerini tıpkı_tıpkısına bir erkek_gibi çekti .
12482,"Kız , gür , kıvır kıvır saçlarının süslediği başını kaldırdı .","Kız , gür , kıvır_kıvır saçlarının süslediği başını kaldırdı ."
12484,"Eskiden böyle şeylere biraz aldırırdım , şimdi on paralık etkisi yok .","Eskiden böyle şeylere biraz aldırırdım , şimdi on_paralık etkisi yok ."
12493,"Oralı mıdır , değil midir , beni zerre kadar ilgilendirmez .","Oralı mıdır , değil midir , beni zerre_kadar ilgilendirmez ."
12502,"Locadan çıkarken , davulu üstüne on lira atılan orkestra , zeybek havası çalmaya başlar .","Locadan çıkarken , davulu üstüne on lira atılan orkestra , zeybek_havası çalmaya başlar ."
12503,"Eczacı , bankacı olup da geceleri orkestracı kesilen derme çatma orkestramız .","Eczacı , bankacı olup da geceleri orkestracı kesilen derme_çatma orkestramız ."
12505,Yazıhanenin orman yeşili muşambası üzerine yağan ışık altında parıldayan kalemlere baktım .,Yazıhanenin orman_yeşili muşambası üzerine yağan ışık altında parıldayan kalemlere baktım .
12513,İkisi de kendisine yardım ve ortaklık etmek istiyor .,İkisi de kendisine yardım ve ortaklık_etmek istiyor .
12520,"Onu en evvel çocuk , sonra genç , sonra orta yaşlı gözlerimle görmüştüm .","Onu en_evvel çocuk , sonra genç , sonra orta_yaşlı gözlerimle görmüştüm ."
12522,"Eh , biz her vakit duamızı , orucumuzu eksik etmeyiz , çok şükür !","Eh , biz her vakit duamızı , orucumuzu eksik etmeyiz , çok_şükür !"
12524,Yaradan'a sığınıp Osmanlı tokadını çarptık mı adamı lobut yemişe çeviren biz değil miydik ?,Yaradan'a_sığınıp Osmanlı tokadını çarptık mı adamı lobut yemişe çeviren biz değil miydik ?
12526,Otelci boş yere rahatsız edilen bir kimse tavrı ile omuzlarını silkti .,Otelci boş_yere rahatsız edilen bir kimse tavrı ile omuzlarını silkti .
12530,"Dillere destan olan oturak âlemlerinde göbeği atan , erkek değil , kadındır .","Dillere_destan olan oturak âlemlerinde göbeği atan , erkek değil , kadındır ."
12543,Başına kenarları yeşil oyalı mor bir gaz boyaması krep bağlıyordu .,Başına kenarları yeşil oyalı mor bir gaz_boyaması krep bağlıyordu .
12545,"Benim için açtı bu güller / Oylum oylum , katmer katmer","Benim için açtı bu güller / Oylum_oylum , katmer_katmer"
12552,"Bütün rolleri , şahısların sesleri , tavırları , mimikleriyle tek başına oynamıştı .","Bütün rolleri , şahısların sesleri , tavırları , mimikleriyle tek_başına oynamıştı ."
12559,Birbirine karışmış nal oyuklarından gündüz beş on kişilik bir devriyenin geçip gittiği anlaşılıyordu .,Birbirine karışmış nal oyuklarından gündüz beş_on kişilik bir devriyenin geçip gittiği anlaşılıyordu .
12567,Özne öbeği .,Özne_öbeği .
12572,"Hele şundan bundan aidat , iane ve yardım toplayıp veya böyle bir yardıma müminleri cebredip vakıf kurmak diye bir şey düşünülemez .","Hele şundan_bundan aidat , iane ve yardım toplayıp veya böyle bir yardıma müminleri cebredip vakıf_kurmak diye bir şey düşünülemez ."
12581,Her öğün tıka basa yediği iki katlı ekmek kadayıfı ile .,Her öğün tıka_basa yediği iki_katlı ekmek_kadayıfı ile .
12588,Çeşmenin önünde birkaç öküz arabası ve bir dizi kağnı dinleniyor .,Çeşmenin önünde birkaç öküz_arabası ve bir dizi kağnı dinleniyor .
12592,Fakat bütün bu ölçülü biçili büyük adam tedbirlerine rağmen ne de olsa çocuktum .,Fakat bütün bu ölçülü_biçili büyük adam tedbirlerine rağmen ne_de_olsa çocuktum .
12595,"Zilzurna sarhoş gelir , gık diyeni öldüresiye dövermiş .","Zilzurna_sarhoş gelir , gık diyeni öldüresiye dövermiş ."
12600,Bu cins çocukların da ekmeğini taştan çıkarmak için ölürcesine çalıştıklarını görüyorum .,Bu cins çocukların da ekmeğini_taştan_çıkarmak için ölürcesine çalıştıklarını görüyorum .
12602,Her kim ki olursa bu sırra mazhar / Dünyaya bırakır ölmez bir eser,Her_kim ki olursa bu sırra mazhar / Dünyaya bırakır ölmez bir eser
12606,Gelemezdim annemi ölüm döşeğinde nasıl bırakırdım ?,Gelemezdim annemi ölüm_döşeğinde nasıl bırakırdım ?
12612,Bir aralık önümüzden şarkı sesleri geldi .,Bir_aralık önümüzden şarkı sesleri geldi .
12616,Üstelik Dostoyevski bunun için 4500 ruble öndelik almış ama romanı yayıncıya göndereceği gün yazdıklarını beğenmeyerek yırtmıştır .,Üstelik Dostoyevski bunun_için 4500 ruble öndelik almış ama romanı yayıncıya göndereceği gün yazdıklarını beğenmeyerek yırtmıştır .
12620,Yakın felaketi önlemek için esaslı tedbir almak güçtür .,Yakın felaketi önlemek için esaslı tedbir_almak güçtür .
12621,"Ne de olsa bir şeyi küçümsemenin anlamı olmasının ön koşulu , küçümsenen şeyin anlamlı olmasıdır .","Ne_de_olsa bir şeyi küçümsemenin anlamı olmasının ön koşulu , küçümsenen şeyin anlamlı olmasıdır ."
12625,İstediğiniz kadar tel örgü engelleri koyunuz .,İstediğiniz kadar tel_örgü engelleri koyunuz .
12636,"Orta yaşlı , başı örtülü bir kadın yanımda duruyor .","Orta_yaşlı , başı örtülü bir kadın yanımda duruyor ."
12642,"Olumlu olumsuz her yaptığımız üzerine , Batılıların dediklerine öteden beri gereğinden çok önem veririz .","Olumlu olumsuz her yaptığımız üzerine , Batılıların dediklerine öteden_beri gereğinden çok önem veririz ."
12643,"Plastik deyince bu devirde birtakım naylon eşya , şu bu geliyor hatıra .","Plastik deyince bu devirde birtakım naylon eşya , şu_bu geliyor hatıra ."
12648,İnsanoğlu işte şimdi yine başlıca dayanağı ve övüneği olan sağduyusu ve bilinci ile eli şakağında düşünüyor .,İnsanoğlu işte şimdi yine başlıca dayanağı ve övüneği olan sağduyusu ve bilinci ile eli_şakağında düşünüyor .
12649,Otobüsle gelirken yol boyu dedemin yeni yeni kahramanlıklarını öyküledim .,Otobüsle gelirken yol_boyu dedemin yeni_yeni kahramanlıklarını öyküledim .
12657,"Evde , özellikle yaz ve güz aylarında çeşit çeşit kadınlar çalışırdı .","Evde , özellikle yaz ve güz aylarında çeşit_çeşit kadınlar çalışırdı ."
12662,"Suyun ısınma ısısı 1 , alkolün 0,6 , zeytinyağının 0,3 kaloridir .","Suyun ısınma_ısısı 1 , alkolün 0,6 , zeytinyağının 0,3 kaloridir ."
12664,"O gün bugün Türkiye'de ilericilik , dil devrimini özleştirmecilik diye alıp Türkçenin anlaşılmaz hâle düşmesini savunmak sayılır .","O_gün_bugün Türkiye'de ilericilik , dil devrimini özleştirmecilik diye alıp Türkçenin anlaşılmaz hâle düşmesini savunmak sayılır ."
12665,"Ben o kadar bedbaht , doğru özlü bir kadınım ki beni sonra anlayacaksınız .","Ben o_kadar bedbaht , doğru özlü bir kadınım ki beni sonra anlayacaksınız ."
12671,"Kimi almış paça kasnak , o açar , hasmı döner","Kimi almış paça_kasnak , o açar , hasmı döner"
12674,Bazen pahal gibi midemizden rahatsız olduğumuz günlerde sık sık öğle ve akşam yemeklerine davetlisinizdir .,Bazen pahal gibi midemizden rahatsız olduğumuz günlerde sık_sık öğle ve akşam yemeklerine davetlisinizdir .
12680,Palas pandıras evden fırlayıp bir de üstüne o kadar taksi parası bayıldığına bin pişmandı .,Palas_pandıras evden fırlayıp bir_de üstüne o_kadar taksi parası bayıldığına bin pişmandı .
12684,"Burası , iki köşesinde boynu bükük , uzun palmiye saksıları duran zarif bir methaldi .","Burası , iki köşesinde boynu_bükük , uzun palmiye saksıları duran zarif bir methaldi ."
12691,Gençler ellerindeki pankartları bir anda açarak uygun adım sahneye dalıverdiler .,Gençler ellerindeki pankartları bir anda açarak uygun_adım sahneye dalıverdiler .
12692,Belediye reisi bir panorama resmi çekmeyi akıl etmeyen fotoğrafçıya çıkışıyordu .,Belediye_reisi bir panorama resmi çekmeyi akıl etmeyen fotoğrafçıya çıkışıyordu .
12697,Panzer tümenlerinin saldırısını akşama sabaha bekliyorduk .,Panzer tümenlerinin saldırısını akşama_sabaha bekliyorduk .
12705,"Kimi insan para pul budalası olur , kimisi icat ve keşif meraklısı , bazısı da müzik âşığı .","Kimi insan para_pul budalası olur , kimisi icat ve keşif meraklısı , bazısı da müzik âşığı ."
12707,Tuvalet masası paravana ile yatak odasından ayrılmıştı .,Tuvalet_masası paravana ile yatak odasından ayrılmıştı .
12709,"Tutunan sadece Tanrı vergisi kabiliyetiydi , parça bölük edindiği bilgilerdi .","Tutunan sadece Tanrı_vergisi kabiliyetiydi , parça_bölük edindiği bilgilerdi ."
12710,"Sırtında kumaştan kül rengi bir pardösü , ayaklarında da alçak topuklu kahverengi ayakkabılarla çıktı .","Sırtında kumaştan kül_rengi bir pardösü , ayaklarında da alçak topuklu kahverengi ayakkabılarla çıktı ."
12712,"Kamyonlar , pikaplar arka arkaya park etmiş duruyorlardı yan sokaklarda .","Kamyonlar , pikaplar arka_arkaya park etmiş duruyorlardı yan sokaklarda ."
12718,Bu işte onun parmağı var .,Bu işte onun parmağı_var .
12720,"Sonra bahçenin demir parmaklıklı kapısından koşarak çıktı , rüzgâr gibi kayboldu .","Sonra bahçenin demir parmaklıklı kapısından koşarak çıktı , rüzgâr_gibi kayboldu ."
12721,Sen şeker ol ben kaymak / haydi yiyelim parmak parmak,Sen şeker ol ben kaymak / haydi yiyelim parmak_parmak
12739,"Patates sufle olacak , İngiliz sosunu da unutma .","Patates_sufle olacak , İngiliz sosunu da unutma ."
12741,Evin sıvaları patır patır yere düştü .,Evin sıvaları patır_patır yere düştü .
12743,"Yeni gelen başhekim , orta boylu , cılız , patlakça gök gözlü bir adam .","Yeni gelen başhekim , orta_boylu , cılız , patlakça gök_gözlü bir adam ."
12756,"Bayramlarda bir payton tutar , tek başına arkaya kurulur , saatlerce dolaşırdı .","Bayramlarda bir payton tutar , tek_başına arkaya kurulur , saatlerce dolaşırdı ."
12765,"Düğüncüler akşama kadar güneş altında pişmiş , bıkmış , yanmış oldukları için rakı sofrasına pekçe sokuldular .","Düğüncüler akşama_kadar güneş altında pişmiş , bıkmış , yanmış oldukları için rakı sofrasına pekçe sokuldular ."
12774,"İçeride , penceresiz , dört köşe odanın içine otuz beş kişiyi yığıvermişler .","İçeride , penceresiz , dört_köşe odanın içine otuz beş kişiyi yığıvermişler ."
12776,"Şişman beyefendi tombul ve beyaz elleriyle karnını tutarak gülüyor , al yanakları pençe pençe kızarıyordu .","Şişman beyefendi tombul ve beyaz elleriyle karnını tutarak gülüyor , al yanakları pençe_pençe kızarıyordu ."
12777,Bugünkü günde ise pepeliğe tutulmamış tek yazar gösteremezsiniz .,Bugünkü_günde ise pepeliğe tutulmamış tek yazar gösteremezsiniz .
12779,Zamanla dostlukları daha da perçinleşti .,Zamanla dostlukları daha_da perçinleşti .
12780,Sinema perdesi .,Sinema_perdesi .
12784,Loş çadırın kat kat perdeli kapısını kaldırdı .,Loş çadırın kat_kat perdeli kapısını kaldırdı .
12790,Peşinat ne kadar ?,Peşinat ne_kadar ?
12791,Birkaç arkadaşımın içeride olduğunu haber veriyor ve alacağım zevk için beni peşinen tebrik eden bir tebessümle gülüyordu .,Birkaç arkadaşımın içeride olduğunu haber veriyor ve alacağım zevk_için beni peşinen tebrik eden bir tebessümle gülüyordu .
12794,"Sonra onun da arkasındaki peştamal kan içinde , saçları didik didik , yuvarlandığını gördüm .","Sonra onun da arkasındaki peştamal kan içinde , saçları didik_didik , yuvarlandığını gördüm ."
12804,Oraya altın parlaklığı veren guruplara mukabil buradan her sabah pırıl pırıl bir güneş doğduğunu da ben çok defalar gördüm .,Oraya altın parlaklığı veren guruplara mukabil buradan her sabah pırıl_pırıl bir güneş doğduğunu da ben çok defalar gördüm .
12805,"Son sistem , pırıl pırıl .","Son sistem , pırıl_pırıl ."
12807,"Sık pırnallıklar , erguvan , defne , alıç kümeleri yer yer yolu boğuyor .","Sık pırnallıklar , erguvan , defne , alıç kümeleri yer_yer yolu boğuyor ."
12812,"Tıraşı bir karış uzamış , sırtındaki yağlı ceketin yakaları pıyrım pıyrım .","Tıraşı bir_karış uzamış , sırtındaki yağlı ceketin yakaları pıyrım_pıyrım ."
12828,"Şebit ekmekleri ve pişiler som altın gibi değerli ; sarılmış düzülmüş , yol azığı diye ayrılmıştı .","Şebit ekmekleri ve pişiler som altın_gibi değerli ; sarılmış düzülmüş , yol_azığı diye ayrılmıştı ."
12834,Çocuğun apış arası pişmiş .,Çocuğun apış_arası pişmiş .
12849,"Plonjon yapar , gol kurtarır , bu arada yaralanır , baygınlık geçirir .","Plonjon yapar , gol kurtarır , bu_arada yaralanır , baygınlık geçirir ."
12856,"Takım kaptanı Tulum Hayri , topu iki dizinin arasına almış ha bire pompalıyordu .","Takım kaptanı Tulum Hayri , topu iki dizinin arasına almış ha_bire pompalıyordu ."
12863,"O , pos bıyıklı , bahçıvan kılıklı birinin başını tıraş ediyordu .","O , pos_bıyıklı , bahçıvan kılıklı birinin başını tıraş ediyordu ."
12877,"Yengem , ağzındaki lokmayla beraber , prensesten hiç de iyi haberler almadığını geveliyor .","Yengem , ağzındaki lokmayla beraber , prensesten hiç_de iyi haberler almadığını geveliyor ."
12878,El çabukluğu bir marifet fehvasınca esatir profesörlüğüne terfi etmiş oluyordu .,El_çabukluğu bir marifet fehvasınca esatir profesörlüğüne terfi etmiş oluyordu .
12880,Akşam televizyonda tek bir güzel program yoktu,Akşam televizyonda tek_bir güzel program yoktu
12886,"Saatlerce tatlı tatlı konuştuk , onlar gittikten sonra da türküler çınladı provada .","Saatlerce tatlı_tatlı konuştuk , onlar gittikten sonra da türküler çınladı provada ."
12892,Kaynanasının da hiç olmazsa puf böreği pişirmeyi bilmesini isterdi .,Kaynanasının da hiç_olmazsa puf_böreği pişirmeyi bilmesini isterdi .
12897,Avluda uzun uzun pul şişelere doldurulmuş rengârenk boyalı sular satarlardı .,Avluda uzun_uzun pul şişelere doldurulmuş rengârenk boyalı sular satarlardı .
12899,Öyle bir denizci ki rüzgârı pupasından aldı mı deniz atı gibi gidiyor düşmanın üzerine .,Öyle bir denizci ki rüzgârı pupasından aldı mı deniz_atı gibi gidiyor düşmanın üzerine .
12905,Patates püresi .,Patates_püresi .
12909,"Başıma püsküllü bela kesilen şemsiyeyi nerede unuttum , nerede bıraktımsa er geç gelip beni buldu .","Başıma püsküllü_bela kesilen şemsiyeyi nerede unuttum , nerede bıraktımsa er_geç gelip beni buldu ."
12910,Yeniden yepyeni bir insan olmak için zaman zaman bir volkan hâliyle bir şeyler püskürüyordum .,Yeniden yepyeni bir insan olmak için zaman_zaman bir volkan hâliyle bir şeyler püskürüyordum .
12912,Kendi yetmiyormuş gibi bir de peşine püsür takmış !,Kendi yetmiyormuş gibi bir_de peşine püsür takmış !
12914,Pütür pütür deri .,Pütür_pütür deri .
12922,İsteksiz gözlerle listeye şöyle bir baktı .,İsteksiz gözlerle listeye şöyle_bir baktı .
12923,"Ben o kadar rahatım , öyle okşayıcı , huzur ve mutluluk verici tatlı rüzgâr karşısındayım ki .","Ben o_kadar rahatım , öyle okşayıcı , huzur ve mutluluk verici tatlı rüzgâr karşısındayım ki ."
12929,Allah rahmet eylesin .,Allah_rahmet_eylesin .
12930,"Bu ziyafetlere gidilirken her günkü kavukla ferace ve samur kürk giyilir , atlara kemer rahtlar vurulurdu .","Bu ziyafetlere gidilirken her günkü kavukla ferace ve samur_kürk giyilir , atlara kemer rahtlar vurulurdu ."
12937,İskelede üç vapur daha üst üste rampalamış duruyorlardı .,İskelede üç vapur daha üst_üste rampalamış duruyorlardı .
12945,Atom reaktörü .,Atom_reaktörü .
12952,Halk oylaması katılmama sonucunu verince ümit kapısı da kapanmıştı .,Halk_oylaması katılmama sonucunu verince ümit_kapısı da kapanmıştı .
12953,"Rehberim sille , tokat hatta asker süngüsü , bir hayli darbe yedikten sonra işini tamamladı .","Rehberim sille , tokat hatta asker süngüsü , bir_hayli darbe yedikten sonra işini tamamladı ."
12971,"Fotoğrafçılar , nerede bir toplanış olsa resim alıyorlar , yolculuk hatıralarını birer birer tespit ediyorlardı .","Fotoğrafçılar , nerede bir toplanış olsa resim alıyorlar , yolculuk hatıralarını birer_birer tespit ediyorlardı ."
12983,Parlamentoda itimat reyi alamayan her hükûmet şüphesiz istifa etmek zorunda kalacaktır .,Parlamentoda itimat reyi alamayan her hükûmet şüphesiz istifa_etmek zorunda kalacaktır .
12986,"Bizden şerefli yırtıcı kuş , kan emen böcek / Tanrı'm o yolda rızkını vermiş , kusuru yok .","Bizden şerefli yırtıcı_kuş , kan emen böcek / Tanrı'm o_yolda rızkını vermiş , kusuru yok ."
12995,Ev kadını rolünü çok ciddiyetle ele almıştım .,Ev_kadını rolünü çok ciddiyetle ele almıştım .
12998,Kardeşimin hayatında oynadığınız rol sizi romantik bir insan gibi bana gösterdi .,Kardeşimin hayatında oynadığınız rol sizi romantik bir insan_gibi bana gösterdi .
13007,"Devlet , herkesin hayatını beden ve ruh sağlığı içinde sürdürmesini sağlamak amacıyla sağlık kuruluşlarını tek elden planlayıp hizmet vermesini düzenler .","Devlet , herkesin hayatını beden ve ruh_sağlığı içinde sürdürmesini sağlamak amacıyla sağlık kuruluşlarını tek_elden planlayıp hizmet vermesini düzenler ."
13013,"Hiç bu yaşa kadar mahkeme kapısına varmadık , adam yok , çocuklar askerde , güveyi kayıp ; işler , karı , çoluk çocuk elinde , köyde dört mavzerle ruzikleniriz .","Hiç bu yaşa kadar mahkeme kapısına varmadık , adam yok , çocuklar askerde , güveyi kayıp ; işler , karı , çoluk_çocuk elinde , köyde dört mavzerle ruzikleniriz ."
13014,Devletin sorumlu olan ilgili görevliye rücu hakkı saklıdır .,Devletin sorumlu olan ilgili görevliye rücu_hakkı saklıdır .
13018,Burada da her bahsin sonunda yazdığı gibi uzun uzadıya incelemelerde bulunuyor .,Burada da her bahsin sonunda yazdığı gibi uzun_uzadıya incelemelerde bulunuyor .
13023,Üstelik sabıkası olduğu için iş bulması daha da güçtür .,Üstelik sabıkası olduğu için iş bulması daha_da güçtür .
13024,Arada kaybettiği zamanı telafi etmek istercesine atak ve sabırsızdı .,Arada kaybettiği zamanı telafi_etmek istercesine atak ve sabırsızdı .
13025,Tam iki saat orada sabır taşı gibi sesini çıkarmadan çubuğunun dumanlarını seyretti .,Tam iki saat orada sabır_taşı gibi sesini çıkarmadan çubuğunun dumanlarını seyretti .
13027,"Bir türlü tutamaz , durduramaz , sabitleştiremezsiniz .","Bir_türlü tutamaz , durduramaz , sabitleştiremezsiniz ."
13035,Hakikatten ne kadar uzaksa yalandan da o kadar uzaktır saçmalık .,Hakikatten ne_kadar uzaksa yalandan da o_kadar uzaktır saçmalık .
13037,Üzerine soğuk su dökülen sarhoş adam kendine geldiğinde sade kahve ona zorla içirildi .,Üzerine soğuk su dökülen sarhoş adam kendine geldiğinde sade_kahve ona zorla içirildi .
13038,Senin bu kadar çocukça saf olduğunu bilmezdim .,Senin bu_kadar çocukça saf olduğunu bilmezdim .
13039,"Bin beş yüz net veriyorlardı , vergi , sigorta çıktıktan sonra .","Bin beş_yüz net veriyorlardı , vergi , sigorta çıktıktan sonra ."
13041,"Zaten bünyesi pek sağlam değildi , sık sık hastalanıyordu .","Zaten bünyesi pek sağlam değildi , sık_sık hastalanıyordu ."
13044,Ben o zamana kadar takımda sağ haf oynuyordum .,Ben o zamana kadar takımda sağ_haf oynuyordum .
13052,İstanbul'un kalabalığına göre sağlıkevlerinin ne kadar az olduğunu anlattılar .,İstanbul'un kalabalığına göre sağlıkevlerinin ne_kadar az olduğunu anlattılar .
13053,Sağlı sollu oturmuşlar .,Sağlı_sollu oturmuşlar .
13055,Onu iyice avucunun içine alıp sağmal inek gibi istismar etmek istiyordu .,Onu iyice avucunun içine alıp sağmal_inek gibi istismar_etmek istiyordu .
13056,Büyük bir bakır sahan içinde tarhana çorbası vardı .,Büyük bir bakır sahan içinde tarhana_çorbası vardı .
13058,"Göksel bir kere sahiden uyudu mu , uykusu ağırdır ve uzun sürer .","Göksel bir_kere sahiden uyudu mu , uykusu ağırdır ve uzun sürer ."
13070,"Okurdu , okurdu , nihayet bir zaman gelirdi , bütün vücudu sakır sakır titrerdi .","Okurdu , okurdu , nihayet bir_zaman gelirdi , bütün vücudu sakır_sakır titrerdi ."
13077,"Güneş afacan bir çocuk gibi bulutlarla saklambaç oynuyor , bir kaybolup bir gözüküyordu .","Güneş afacan bir çocuk_gibi bulutlarla saklambaç oynuyor , bir kaybolup bir gözüküyordu ."
13080,"Yaz kış yeşil , bir saksı ıtır pencerede .","Yaz_kış yeşil , bir saksı ıtır pencerede ."
13087,"Biber salçası , domates salçası .","Biber_salçası , domates_salçası ."
13094,Vücudu o kadar narindi ki hafif rüzgârlarla sallanan salkım söğütler gibi oradan oraya salınıyor .,Vücudu o_kadar narindi ki hafif rüzgârlarla sallanan salkım söğütler gibi oradan oraya salınıyor .
13097,"Pahada ve okkada salkım salkım küpeler , ağızda kenarlara doğru altın dişler .","Pahada ve okkada salkım_salkım küpeler , ağızda kenarlara doğru altın dişler ."
13106,Düğün salonu .,Düğün_salonu .
13109,"Arkasında sadakor bir elbise , elinde ona benzer ipekten saman rengi bir şemsiye vardı .","Arkasında sadakor bir elbise , elinde ona benzer ipekten saman_rengi bir şemsiye vardı ."
13119,Mal sandığı .,Mal_sandığı .
13123,Sanki toprak altına diri diri gömülen benim .,Sanki toprak altına diri_diri gömülen benim .
13126,Telefon santrali .,Telefon_santrali .
13132,Heyecandan elleri ayakları sapır sapır titriyordu .,Heyecandan elleri ayakları sapır_sapır titriyordu .
13138,İnim inim inleyerek sağa sola dönerken rengi büsbütün sararıyor .,İnim_inim inleyerek sağa_sola dönerken rengi büsbütün sararıyor .
13145,"Yeldirmelerine sarılmış yanık yüzlü bir küme köy kadını hep birden trene ellerini uzatıyor , bağırıyordu .","Yeldirmelerine sarılmış yanık yüzlü bir küme köy kadını hep_birden trene ellerini uzatıyor , bağırıyordu ."
13150,"İri yarı , bıyıkları sarkık bir ozan elini dostça omzuna attı .","İri_yarı , bıyıkları sarkık bir ozan elini dostça omzuna attı ."
13151,Oluklardan kol gibi buzlar sarkıyordu .,Oluklardan kol_gibi buzlar sarkıyordu .
13153,Sarma yay.,Sarma yay .
13162,Bunu yalnız vaktini gözetleyip bacak kadar kıza sataşmaya geldi sanacak .,Bunu yalnız vaktini gözetleyip bacak_kadar kıza sataşmaya geldi sanacak .
13167,Ben politikanın satranç tahtası üstünde sadece bir piyonu idim .,Ben politikanın satranç_tahtası üstünde sadece bir piyonu idim .
13169,Belindeki yirmi sene evvel hediye gelen kayışın savatlı gümüş sarkıntıları pırıl pırıl parlıyorlar .,Belindeki yirmi sene evvel hediye gelen kayışın savatlı gümüş sarkıntıları pırıl_pırıl parlıyorlar .
13188,"İki bin lira saydı , bana bir küpe aldı .","İki_bin lira saydı , bana bir küpe aldı ."
13189,Çalışma günü olmadığı hâlde dindar muhasebeci geldi .,Çalışma_günü olmadığı hâlde dindar muhasebeci geldi .
13191,İnce ve yüksek bir sanat eseri olan saz da milliyetimizin bir hususiyetidir .,İnce ve yüksek bir sanat_eseri olan saz da milliyetimizin bir hususiyetidir .
13192,Bir sazcı ile beraber halk türküleri söylemeye razı olursanız ne âlâ .,Bir sazcı ile_beraber halk türküleri söylemeye razı olursanız ne_âlâ .
13193,"Üstünde daima saz rengi , hardal rengi . nohudi renklerde veya bunları andıran bir renkte bir esvabı vardı .","Üstünde daima saz_rengi , hardal_rengi . nohudi renklerde veya bunları andıran bir renkte bir esvabı vardı ."
13195,"Bakkallar , sebzeciler eline bir iki şey tutuştururlardı .","Bakkallar , sebzeciler eline bir_iki şey tutuştururlardı ."
13203,Bir memlekette zenginlik başlar da bir parça eğlence ve sefahat da başlamaz olur mu ?,Bir memlekette zenginlik başlar da bir_parça eğlence ve sefahat da başlamaz olur mu ?
13204,"Tıka basa dolu sepetlerimizi , sefer taslarımızı açacağız , soğuk börekler ve taze meyveler yiyeceğiz .","Tıka_basa dolu sepetlerimizi , sefer taslarımızı açacağız , soğuk börekler ve taze meyveler yiyeceğiz ."
13206,"Herkes onun az zamanda büyük yer tutacağını , bir zaman gelip sefir , nazır olacağını söylüyorlar .","Herkes onun az zamanda büyük yer tutacağını , bir_zaman gelip sefir , nazır olacağını söylüyorlar ."
13207,Elçilik denen bu konakta bir nevi iç güveyisi hayatı sürüyorum .,Elçilik denen bu konakta bir nevi iç_güveyisi hayatı sürüyorum .
13216,Merhaba küçük kuşlar merhaba / Nedir bu sessizlik hani selam sabah ?,Merhaba küçük kuşlar merhaba / Nedir bu sessizlik hani selam_sabah ?
13217,Ufak bayırlardan akan billur gibi selcikler arasından araba ile yavaş yavaş geçmek ne ömür oluyordu .,Ufak bayırlardan akan billur_gibi selcikler arasından araba ile yavaş_yavaş geçmek ne ömür oluyordu .
13223,Kurcalamazsam belki de çok iyi hazırlanmış bir senaryoyu bana gerçek diye yutturacak .,Kurcalamazsam belki_de çok iyi hazırlanmış bir senaryoyu bana gerçek diye yutturacak .
13226,Bir yıl dönümü akşamı ufak köşkün önünde oturuyorduk .,Bir yıl_dönümü akşamı ufak köşkün önünde oturuyorduk .
13236,Boş evde sere serpe dolaşıyorum .,Boş evde sere_serpe dolaşıyorum .
13245,Kar gibi çamaşırları serip eve döndü .,Kar_gibi çamaşırları serip eve döndü .
13247,Onun için bir an önce leşlerini köpek leşi gibi İstanbul'un çamurlu kaldırımlarına sermek zamanı gelmişti .,Onun_için bir_an_önce leşlerini köpek leşi gibi İstanbul'un çamurlu kaldırımlarına sermek zamanı gelmişti .
13248,"Gazetecilikten , fıkracılıktan hatta bir iki yılda başyazarlıktan hevesimi çoktan almıştım .","Gazetecilikten , fıkracılıktan hatta bir_iki yılda başyazarlıktan hevesimi çoktan almıştım ."
13249,Serpiştiriyordu kar soğuk gece yarısı .,Serpiştiriyordu kar soğuk gece_yarısı .
13252,Bulgaristan'dan mangal kömürü getiren Yücel motoru Midye önlerinde serseri bir mayına çarparak battı .,Bulgaristan'dan mangal_kömürü getiren Yücel motoru Midye önlerinde serseri bir mayına çarparak battı .
13259,"Nihayet uzun uzun münakaşalardan , serzenişlerden , çekişmelerden sonra Seyfi , kadını ikna ediyor .","Nihayet uzun_uzun münakaşalardan , serzenişlerden , çekişmelerden sonra Seyfi , kadını ikna ediyor ."
13264,Suat daha fazla dayanamayıp sessiz sedasız odasına çekildi .,Suat daha fazla dayanamayıp sessiz_sedasız odasına çekildi .
13272,Tam karşısına düşen bir seyahat acentesinin reklam ışıkları gecenin ayazını renk renk dağıtıyordu .,Tam karşısına düşen bir seyahat acentesinin reklam ışıkları gecenin ayazını renk_renk dağıtıyordu .
13273,Seyahatname okumanın tadını öteden beri bilirim .,Seyahatname okumanın tadını öteden_beri bilirim .
13276,On gün sonra gelen giden seyrekleşti .,On gün sonra gelen_giden seyrekleşti .
